Make,Model,Used/New,FuelType,ExteriorColor,DealType,InteriorColor,Mileage,MinMPG,MaxMPG,Price
Jeep,Wrangler Unlimited Rubicon,Used,Gasoline,Black Clearcoat,Good,–,15636,17,23,"$57,988"
Mercedes-Benz,C-Class C 300 4MATIC,Used,Gasoline,Gray,Good,AMG Saddle Brown,11017,23,33,"$51,288"
Lexus,RX 350 Base,Used,Gasoline,Nightfall Mica,Good,Parchment,19121,20,27,"$48,219"
Audi,A3 2.0T Premium,Used,Gasoline,Mythos Black Metallic,Good,Black,29721,24,31,"$30,900"
Dodge,Journey SE,Used,Gasoline,Granite Pearlcoat,Good,Black,49838,19,25,"$23,499"
Lexus,RX 350,Used,Gasoline,Nebula Gray Pearl,Great,Brown,29518,20,28,"$42,961"
Acura,RDX Technology Package,Used,Gasoline,Crystal Black Pearl,Fair,Ebony,82922,20,28,"$26,900"
Land,Rover Range Rover 5.0L V8 Supercharged,Used,Gasoline,Santorini Black,Great,Ebony,23636,16,21,"$88,929"
Lexus,GX 460 Base,Used,Gasoline,Silver Lining Metallic,Good,Black,43391,15,18,"$48,490"
Honda,HR-V LX,Honda Certified,Gasoline,Black,Great,–,10604,28,34,"$25,280"
RAM,1500 Laramie,Used,Gasoline,Diamond Black,Great,Black,20040,19,24,"$55,969"
Ford,Escape SEL,Ford Certified,Gasoline,Agate Black Metallic,Great,Ebony,35468,26,31,"$28,395"
Ford,F-150 XL,Used,E85 Flex Fuel,White,Great,Gray,49624,20,25,"$28,989"
GMC,Acadia SLE-1,Used,Gasoline,Smokey Quartz Metallic,Good,Jet Black,40959,21,26,"$30,500"
Toyota,RAV4 Limited,Used,Gasoline,Silver Sky Metallic,Good,Black,15789,25,33,"$39,698"
Chevrolet,Trax LT,Used,Gasoline,Mosaic Black Metallic,Great,Jet Black,45864,26,31,"$18,590"
Honda,Pilot Special Edition,Used,Gasoline,Lunar,Good,Black,17672,20,27,"$40,985"
Toyota,RAV4 XLE,Toyota Certified,Gasoline,Silver Sky Metallic,Great,Black,27018,27,33,"$30,975"
Ford,F-150 XLT,Ford Certified,E85 Flex Fuel,Ruby Red Metallic Tinted Clearcoat,Fair,–,47594,17,23,"$34,685"
Dodge,Challenger SXT,Used,Gasoline,Frostbite,Good,Black,11967,19,30,"$31,994"
Toyota,Corolla LE,Used,Gasoline,Classic Silver,Good,Black,50582,30,38,"$21,350"
Mercedes-Benz,C-Class C 300,Used,Gasoline,Gray,Good,Silk Beige / Black,49713,24,33,"$28,977"
Lexus,NX 300 F Sport,Used,Gasoline,Atomic Silver,Good,Black,36728,22,28,"$36,919"
Nissan,Armada SL,Used,Gasoline,Brilliant Silver Metallic,Great,Black,48880,14,19,"$37,189"
Land,Rover Range Rover Velar P250 S,Used,Gasoline,Indus Silver,Good,Ebony / Ebony,17845,21,27,"$53,491"
FIAT,500L Easy,Used,Gasoline,Nero Puro,Good,Black,65629,25,33,"$9,900"
Acura,RDX Technology Package,Used,Gasoline,Black,Great,–,12959,22,28,"$37,450"
Mercedes-Benz,SL 450 Base,Used,Gasoline,Black,Good,Bengal Red / Black,7583,20,28,"$94,563"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Great,Black,42477,18,25,"$33,112"
Honda,CR-V EX-L,Honda Certified,Gasoline,Platinum White Pearl,Good,Ivory,29871,27,33,"$32,995"
Jeep,Grand Cherokee Limited,Used,Gasoline,Granite Crystal Clearcoat Metallic,Great,Black,52481,18,25,"$32,675"
Acura,MDX 3.5L,Acura Certified,Gasoline,Platinum,Great,Ebony,39899,20,27,"$37,985"
BMW,X1 xDrive28i,Used,Gasoline,Black Sapphire Metallic,Good,Beige,30729,22,31,"$31,658"
BMW,750 i xDrive,BMW Certified,Gasoline,Blue,Good,Black,38506,17,25,"$58,999"
Subaru,Forester 2.5i Premium,Subaru Certified,Gasoline,Ice Silver Metallic,Great,Black,24931,26,32,"$25,998"
Honda,Accord Sport 2.0T,Used,Gasoline,Still Night Pearl,Good,Black,13894,22,32,"$36,356"
BMW,X5 xDrive35i,Used,Gasoline,Glacier Silver Metallic,Fair,Black,57776,18,24,"$39,003"
Audi,Q5 2.0T Premium Plus,Used,Gasoline,Mythos Black Metallic,Good,Nougat Brown / Black,39205,22,27,"$38,989"
Toyota,Corolla LE,Used,Gasoline,Barcelona Red Metallic,Good,Black,30248,30,38,"$22,977"
Mercedes-Benz,AMG G 63 Base,Mercedes-Benz Certified,Gasoline,designo Magno Night Black,Fair,Black,51015,12,14,"$115,998"
Lexus,RX 350L Premium,Used,Gasoline,Nightfall Mica,Great,Gray,21221,18,25,"$42,569"
Acura,TLX Technology,Used,Gasoline,Blue,Good,Ebony,15843,23,33,"$32,560"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Great,Light Frost,20204,18,25,"$35,714"
Land,Rover Range Rover Sport 3.0L Supercharged HSE,Used,Gasoline,Santorini Black,Great,Ebony/Ebony/Ebony/Ebony,36350,17,23,"$65,990"
Volvo,XC90 T6 Inscription 6 Passenger,Used,Gasoline,Osmium Gray Metallic,Good,Charcoal,13752,18,26,"$56,500"
Toyota,Highlander XLE,Used,Gasoline,Black,Great,Black,34535,20,26,"$35,988"
Subaru,Crosstrek 2.0i Premium,Used,Gasoline,Crystal Black Silica,Good,Black,12457,27,33,"$28,488"
Volvo,XC90 T6 Momentum,Used,Gasoline,Black,Great,Charcoal,59546,19,26,"$40,999"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Alpine White,Good,Canberra Beige,36916,20,26,"$57,784"
Lexus,RX 350 350,Used,Gasoline,Nebula Gray Pearl,Great,Gray,36549,20,28,"$37,997"
Audi,Q7 3.0T Premium Plus,Used,Gasoline,Orca Black Metallic,Good,Black,58962,19,25,"$33,398"
Acura,RDX,Used,Gasoline,Black,Great,Ebony,54524,20,28,"$26,998"
BMW,X1 sDrive28i,Used,Gasoline,Black Sapphire Metallic,Great,–,5645,24,33,"$38,777"
Porsche,Cayman GT4,Used,Gasoline,Racing Yellow,Fair,–,19766,18,23,"$105,899"
Tesla,Model Y Long Range,Used,Electric,White,Good,–,17033,0,0,"$66,998"
Acura,TSX 2.4,Used,Gasoline,Black,,Ebony,65579,22,31,"$16,950"
Kia,Sorento LX,Used,Gasoline,Passion Red,Good,Stone Beige,14760,22,29,"$29,500"
Honda,Pilot EX-L,Used,Gasoline,Modern Steel Metallic,Great,Black,12501,19,26,"$40,000"
Chevrolet,Trax LS,Chevrolet Certified,Gasoline,Satin Steel Metallic,Great,–,11725,26,31,"$18,947"
Toyota,RAV4 LE,Toyota Certified,Gasoline,Midnight Black Metallic,Good,–,20000,26,35,"$29,952"
BMW,M340 i xDrive,BMW Certified,Gasoline,Portimao Blue Metallic,Great,Black,14546,22,30,"$59,995"
Toyota,4Runner SR5,Used,Gasoline,Midnight Black Metallic,Good,Graphite,56409,17,20,"$37,958"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Mineral White Metallic,Great,Black,32335,20,26,"$54,498"
Toyota,Tundra Limited,Used,Gasoline,Red,Good,–,130818,14,18,"$19,989"
Ford,Explorer XLT,Used,E85 Flex Fuel,Gray,Good,Black,85180,17,24,"$23,998"
BMW,X5 sDrive40i,BMW Certified,Gasoline,Dark Graphite Metallic,Fair,Black,24227,21,26,"$59,988"
Lexus,GS 350 Base,Used,Gasoline,Obsidian Black,Good,Black,49940,19,29,"$28,496"
Jeep,Grand Cherokee Limited,Used,Gasoline,Black,Great,Black,24980,18,25,"$40,675"
Ford,Explorer Limited,Used,Gasoline,Silver,Great,Gray,43795,19,27,"$30,899"
BMW,330 i xDrive,Used,Gasoline,Jet Black,Great,Black,34132,25,34,"$35,880"
Lexus,GX 460 Base,Used,Gasoline,Starfire Pearl,Good,Black,39939,15,18,"$44,400"
RAM,1500 Laramie,Used,Gasoline,Granite Crystal Clearcoat Metallic,Great,Black,20234,19,24,"$53,000"
Ford,Edge SEL,Used,Gasoline,Stone Gray Metallic,Good,Dune,65443,21,28,"$28,995"
Subaru,Ascent Limited 7-Passenger,Used,Gasoline,Tungsten Metallic,Good,Ivory,26045,20,26,"$43,780"
Toyota,Highlander Limited,Used,Gasoline,Blizzard Pearl,Great,Saddle Tan,68001,21,27,"$29,992"
Audi,Q7 55 Premium,Used,Gasoline,Carrara White,Good,Saiga Beige,15191,18,23,"$63,952"
Mercedes-Benz,GLB 250 Base,Used,Gasoline,Iridium Silver Metallic,Good,–,16826,23,30,"$41,391"
Kia,Forte LX,Used,Gasoline,White,Good,–,55089,29,38,"$14,900"
Mazda,CX-9 Touring,Used,Gasoline,Brilliant Black Clearcoat,Great,Black,92383,17,24,"$13,998"
INFINITI,QX60 Base,Used,Gasoline,Graphite Shadow,Good,Graphite,45042,19,26,"$32,924"
Volkswagen,Jetta 1.4T S,Used,Gasoline,Black,Good,Titan Black,20285,29,39,"$23,996"
Honda,CR-V EX-L,Honda Certified,Gasoline,Modern Steel Metallic,Good,Black,12066,27,33,"$32,995"
Nissan,Maxima 3.5 SR,Used,Gasoline,Super Black,Good,Charcoal,57257,21,30,"$24,990"
Lexus,IS 300 Base,Used,Gasoline,Gray,Good,Black,10207,21,30,"$38,998"
Audi,Q5 45 Premium,Used,Gasoline/Mild Electric Hybrid,Black,Great,Black,16398,23,28,"$40,995"
Hyundai,IONIQ 5 SE,Used,Electric,Phantom Black,Good,Black,520,110,87,"$58,236"
Mercedes-Benz,M-Class ML 350 4MATIC,Used,E85 Flex Fuel,Black,Fair,–,87270,18,23,"$21,500"
Audi,Q7 3.0T Prestige,Used,Gasoline,Florett Silver Metallic,Fair,Rock Gray,62462,19,25,"$42,497"
BMW,X1 xDrive28i,Used,Gasoline,Black,Fair,Black,61612,22,31,"$28,995"
RAM,1500 Laramie,Used,Gasoline,Patriot Blue Pearlcoat,Good,Black,20600,19,24,"$53,995"
Mercedes-Benz,CLA 250 Base 4MATIC,Used,E85 Flex Fuel,Polar White,Good,Black,18965,24,32,"$31,500"
BMW,X3 sDrive30i,BMW Certified,Gasoline,Dark Graphite Metallic,Great,Black,39884,25,29,"$37,310"
Mercedes-Benz,GLE 350 Base 4MATIC,Mercedes-Benz Certified,Gasoline,Polar White,Fair,Black,18435,19,26,"$69,994"
Honda,CR-V EX-L,Used,Gasoline,Crystal Black Pearl,Good,Black,17531,27,32,"$33,780"
Kia,Telluride SX,Used,Gasoline,White,Good,Black,46360,19,24,"$47,995"
Land,Rover Range Rover Velar P380 HSE R-Dynamic,Used,Gasoline,Corris Grey,Fair,Light Oyster / Ebony / Ebony,43076,18,24,"$68,995"
Honda,Pilot Special Edition,Used,Gasoline,Platinum White Pearl,Good,Black,10163,19,26,"$43,977"
GMC,Terrain SLT,Used,Gasoline,Summit White,Good,Brandy/Jet Black,39164,25,30,"$32,940"
GMC,Acadia SLT,Used,Gasoline,Ebony Twilight Metallic,Good,Jet Black,32174,21,27,"$39,400"
Honda,Pilot EX-L,Honda Certified,Gasoline,Black,Good,Black,50036,19,27,"$34,998"
Dodge,Charger SE,Used,Gasoline,Black,Great,Charcoal,101000,18,26,"$6,995"
Lexus,GX 460 Base,Used,Gasoline,Silver Lining Metallic,Great,Black,52233,15,18,"$41,597"
Genesis,GV70 3.5T Sport,Used,Gasoline,Vik Black,Good,Beige,13848,19,25,"$61,991"
Buick,Enclave Essence,Buick Certified,Gasoline,Dark Slate Metallic,Good,Dark Galvanized,14653,18,26,"$36,500"
Buick,Envision Essence,Used,Gasoline,Bronze Alloy Metallic,Good,Light Neutral,35171,22,29,"$27,995"
Toyota,Tundra SR5,Used,Gasoline,Army Green,,Saddle Brown,18522,13,17,"$69,988"
Buick,Envision Essence,Used,Gasoline,Black,Good,Ebony,48422,22,29,"$27,980"
Chevrolet,Silverado 1500 LT,Used,Gasoline,Black,Great,Black,17307,19,22,"$39,900"
Mazda,CX-5 Grand Touring,Used,Gasoline,Deep Crystal Blue Mica,Good,Black,49124,25,31,"$27,339"
Maserati,Ghibli Base,Used,Gasoline,Grigio,Great,Sabbia,17562,17,24,"$48,380"
Toyota,RAV4 Limited,Used,Gasoline,Silver Sky Metallic,Good,Ash,44640,22,28,"$30,337"
Ford,Escape SE,Used,Gasoline,Lightning Blue Metallic,Good,Charcoal Black,77058,23,30,"$18,863"
Hyundai,Tucson Value,Used,Gasoline,Gemstone Red,Great,Black,47965,22,25,"$21,717"
Toyota,Camry SE,Toyota Certified,Gasoline,Galactic Aqua Mica,Good,Black,30799,25,34,"$29,800"
Kia,Forte LXS,Used,Gasoline,White,Good,Black,14785,29,40,"$20,750"
Mercedes-Benz,AMG GLC 63 S 4MATIC,Mercedes-Benz Certified,Gasoline,White,Great,–,28915,16,22,"$81,502"
Tesla,Model Y Long Range,Used,Electric,Gray,Great,Black,47632,0,0,"$67,217"
Land,Rover Range Rover Sport 3.0L Supercharged HSE,Used,Gasoline,Eiger Grey,Good,Ebony / Ebony,19987,19,24,"$74,979"
Ford,Expedition Limited,Used,Gasoline,Star White,Good,–,39297,17,22,"$54,499"
Mercedes-Benz,AMG C 43 Base 4MATIC,Used,Gasoline,designo Diamond White,Good,AMG Cranberry Red,11429,18,25,"$65,995"
Volkswagen,Atlas 3.6L SEL Premium,Used,Gasoline,Pure White,Fair,Golden Oak,54386,17,23,"$44,998"
Hyundai,Tucson SE,Used,Gasoline,Coliseum Grey,Good,Black,28410,21,26,"$23,998"
Tesla,Model Y Long Range,Used,Electric,White,Good,–,11499,131,117,"$71,481"
BMW,X7 xDrive40i,BMW Certified,Gasoline,Black Sapphire Metallic,Good,Ivory White,57580,20,25,"$65,244"
Lexus,IS 350 Base,Used,Gasoline,Obsidian Black,Great,Red,18412,19,26,"$40,000"
Alfa,Romeo Stelvio Ti,Used,Gasoline,Vulcano Black Metallic,Good,Black,19752,22,28,"$36,977"
Kia,Sportage LX,Kia Certified,Gasoline,Black Cherry Pearl,Good,Black,17224,23,30,"$24,591"
Audi,Q7 55 Premium Plus,Used,Gasoline,Samurai Gray Metallic,Good,Black,16455,18,23,"$64,824"
Mercedes-Benz,C-Class C 300 4MATIC,Used,Gasoline,Black,Good,Black,22804,23,33,"$41,999"
BMW,M4 Base,Used,Gasoline,Black Sapphire Metallic,Great,Silverstone Extended Leather,82945,17,26,"$41,995"
Honda,Pilot EX-L,Used,Gasoline,Lunar Silver Metallic,Good,Gray,59772,18,26,"$32,500"
Honda,Pilot EX-L,Honda Certified,Gasoline,Crystal Black Pearl,Good,Black,18487,18,26,"$37,319"
Honda,CR-V EX,Used,Gasoline,Molten Lava Pearl,Great,Black,11270,27,33,"$30,206"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Great,Black,31026,18,25,"$34,999"
Audi,A4 40 Premium,Used,Gasoline,Mythos Black Metallic,Great,Black,16448,24,31,"$35,989"
BMW,430 Gran Coupe i xDrive,Used,Gasoline,Red,Great,Black,31387,23,33,"$26,995"
Audi,Q8 3.0T Premium,Used,Gasoline,Daytona Gray Pearl Effect,Fair,Black,14309,17,22,"$67,495"
Cadillac,XT5 Luxury,Used,Gasoline,Crystal White Tri-Coat,Good,Jet Black,21515,18,25,"$37,995"
BMW,X1 xDrive28i,Used,Gasoline,Mineral White Metallic,Good,Black,17917,22,31,"$34,490"
Acura,RDX Base,Acura Certified,Gasoline,White Diamond Pearl,Good,Ebony,24451,21,27,"$37,643"
Audi,RS 5 2.9T,Used,Gasoline,Daytona Gray Pearl Effect,Fair,Black / Gray,14331,17,26,"$79,997"
Chrysler,Pacifica Touring-L,Used,Gasoline,Granite Crystal,Great,Black,90621,19,28,"$19,899"
Jeep,Cherokee Limited,Used,Gasoline,Bright White Clearcoat,Great,Black,38491,19,27,"$27,900"
Jeep,Cherokee Limited,Jeep Certified,Gasoline,Granite Crystal Clearcoat Metallic,Great,–,35789,19,27,"$30,399"
Ford,Explorer ST,Used,Gasoline,Agate Black Metallic,Good,–,24250,18,24,"$52,985"
Ford,Explorer XLT,Used,Gasoline,Blue,Good,Black,20475,20,27,"$38,998"
BMW,330 i,BMW Certified,Gasoline,Jet Black,Good,Black,33036,26,36,"$34,499"
Kia,Sportage S,Kia Certified,Gasoline,Black Cherry Pearl,Fair,Black,20762,23,30,"$32,610"
Lexus,RX 350 Base,Used,Gasoline,Satin Cashmere Metallic,Good,–,69853,18,24,"$20,699"
Lexus,RX 350 Base,Used,Gasoline,Caviar,Good,Parchment,19516,19,26,"$50,588"
Toyota,Corolla LE,Toyota Certified,Gasoline,CELESTITE,Fair,Black,41852,30,38,"$25,987"
Jeep,Grand Cherokee Limited,Used,E85 Flex Fuel,Inferno Red Crystal Pearl,Fair,–,144005,16,22,"$13,533"
Kia,Forte LXS,Used,Gasoline,Deep Sea Blue,Great,Black,12042,29,39,"$22,228"
Toyota,Tacoma SR5,Used,Gasoline,Cement,Great,Black,18767,18,22,"$42,000"
Lexus,RX 350 Base,Used,Gasoline,Starfire Pearl,Good,Saddle Tan,87026,18,25,"$25,167"
Ford,Edge ST,Used,Gasoline,Gray,Good,Black,10156,19,26,"$46,995"
Subaru,Ascent Touring 7-Passenger,Used,Gasoline,Crystal Black Silica,Good,Java Brown,37200,20,26,"$41,249"
Subaru,Crosstrek Sport,Used,Gasoline,Magnetite Gray Metallic,,Gray,13413,27,34,"$27,000"
Audi,A4 2.0T Premium,Used,Gasoline,Brilliant Black,Great,Nougat Brown / Black,38000,24,31,"$23,900"
Audi,Q7 3.0T Premium Plus,Used,Gasoline,Glacier White Metallic,Good,Rock Gray,81572,19,25,"$32,499"
BMW,X7 xDrive40i,Used,Gasoline,Black Sapphire Metallic,Fair,Black,46803,20,25,"$66,900"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Alpine White,Fair,Black,40720,20,26,"$54,914"
Honda,CR-V EX,Used,Gasoline,R 548P,Good,Gray,14572,27,33,"$30,997"
Land,Rover Discovery HSE,Used,Gasoline,Santorini Black,Good,Ebony,27123,16,21,"$54,698"
Audi,Q5 2.0T Prestige,Used,Gasoline,Manhattan Gray Metallic,Good,Black,22589,22,27,"$45,842"
GMC,Yukon Denali,Used,Gasoline,White Frost Tri-Coat,Good,Jet Black,64686,15,21,"$48,997"
Dodge,Journey SE,Used,Gasoline,Black,Good,Black,11168,19,25,"$27,695"
Honda,CR-V EX,Used,Gasoline,Gray,Good,Gray,36782,28,34,"$31,061"
Ford,F-150 Lariat,Used,Gasoline,Shadow Black,Great,–,48859,19,24,"$42,998"
Toyota,Corolla LE,Used,Gasoline,Gray,Great,Black,15512,30,38,"$23,983"
Cadillac,XT5 Sport,Cadillac Certified,Gasoline,Crystal White Tri-Coat,Fair,Jet Black,43571,18,25,"$46,932"
Ford,Mustang EcoBoost Premium,Used,Gasoline,Shadow Black,Great,Ebony,16055,20,27,"$36,987"
Toyota,RAV4 XLE,Used,Gasoline,Ice,Good,Black,18500,28,35,"$34,838"
Mercedes-Benz,CLA 250 Base,Used,Gasoline,Citrus White,Good,Black,47000,24,37,"$26,600"
Chevrolet,Suburban LT,Used,Gasoline,Silver Ice Metallic,Good,Jet Black / Dark Ash,69425,14,21,"$49,995"
Chevrolet,Malibu 1LT,Used,Gasoline,Mosaic Black Metallic,Good,Dark Atmosphere,68114,27,36,"$20,500"
Lexus,GX 460 Base,Used,Gasoline,Black Onyx,Good,Black,41827,15,18,"$49,599"
Audi,Q7 3.0T Prestige,Used,Gasoline,Orca Black Metallic,Good,Pistachio Beige,10652,19,25,"$46,999"
Toyota,Highlander Limited,Used,Gasoline,Silver Gray,Good,–,84179,21,27,"$31,983"
Lincoln,Nautilus Reserve,Used,Gasoline,Infinite Black Metallic,Good,Black,23871,20,25,"$50,500"
Mazda,CX-5 Grand Touring,Used,Gasoline,Machine Gray Metallic,Good,Parchment,13887,24,30,"$33,875"
Ford,Escape Titanium,Used,Gasoline,White Platinum,Great,Charcoal Black,33465,21,27,"$29,895"
Ford,Explorer Limited,Used,E85 Flex Fuel,White Platinum Tri-Coat Metallic,Fair,Charcoal Black,87752,17,23,"$23,989"
Toyota,RAV4 LE,Used,Gasoline,Blue,Good,Black,82983,22,28,"$23,994"
Chevrolet,Silverado 1500 Custom,Used,Gasoline,Black,Great,Black,21011,15,20,"$36,742"
Chevrolet,Impala Premier 2LZ,Used,Gasoline,Silver Ice Metallic,Fair,Jet Black,55545,19,28,"$26,256"
BMW,X7 xDrive40i,Used,Gasoline,Jet Black,Great,Black,14429,20,25,"$76,330"
Mercedes-Benz,E-Class E 450,Used,Gasoline,Lunar Blue Metallic,Great,Macchiato Beige,16476,20,28,"$49,977"
Jeep,Grand Cherokee Limited,Used,Gasoline,True Blue Pearlcoat,Good,Black,80502,18,25,"$30,000"
Honda,Fit Sport,Used,Gasoline,Celestial Blue Metallic,Good,Black,49540,27,33,"$12,750"
BMW,750 i xDrive,Used,Gasoline,Black Sapphire Metallic,Fair,Zagora Beige,56938,17,25,"$54,795"
Mercedes-Benz,E-Class E 350 4MATIC,Used,Gasoline,Red,Great,Natural Beige / Black,39829,21,29,"$26,898"
GMC,Terrain SLE,Used,Gasoline,Ebony Twilight Metallic,Good,Jet Black,12468,25,28,"$33,991"
Honda,CR-V EX-L,Used,Gasoline,Gray,Good,Black,20915,27,32,"$34,833"
BMW,X3 sDrive30i,BMW Certified,Gasoline,Alpine White,Good,Black,18034,25,29,"$46,389"
Jeep,Grand Cherokee Limited,Used,Gasoline,Diamond Black,Great,Black,17606,18,25,"$42,477"
Chevrolet,Silverado 1500 LT,Used,Gasoline,Northsky Blue Metallic,Good,Black,16465,20,23,"$44,980"
Mercedes-Benz,GLC 300 4MATIC Coupe,Mercedes-Benz Certified,Gasoline,Black,Good,AMG Black,12976,22,28,"$63,579"
Kia,Sportage LX,Kia Certified,Gasoline,Steel Gray,Good,Black,16161,22,26,"$30,899"
Ford,Escape SE,Used,Gasoline,Oxford White,Good,Medium Light Stone,46468,23,30,"$24,795"
Kia,Soul +,Used,Gasoline,Black,Great,Gray,146925,23,31,"$6,495"
Cadillac,XT6 Premium Luxury AWD,Used,Gasoline,Stellar Black Metallic,Good,Dark Auburn,3601,18,25,"$53,000"
Hyundai,Elantra SE,Used,Gasoline,Symphony Silver,Good,Graphite,10826,29,38,"$18,873"
Kia,Sorento LX,Used,Gasoline,Sangria Red,Great,Stone Beige,12451,22,29,"$25,991"
Kia,Sportage LX,Kia Certified,Gasoline,Clear White,Good,Black,37525,22,26,"$26,977"
Mazda,CX-5 Grand Touring,Used,Gasoline,Snowflake White Pearl Mica,Great,Parchment,19831,24,30,"$29,300"
Cadillac,XT5 Luxury,Used,Gasoline,Radiant Silver Metallic,Good,Black,17524,18,25,"$37,799"
Jeep,Cherokee Limited,Jeep Certified,Gasoline,Bright White Clearcoat,Great,Black,16742,19,27,"$29,995"
Toyota,Corolla LE,Used,Gasoline,CELESTITE,Good,Black,22187,30,38,"$23,889"
Ford,Fusion SEL,Used,Gasoline,Black,Great,Black,105245,23,33,"$7,995"
Jeep,Cherokee Limited,Used,Gasoline,Diamond Black,Good,Black,37440,19,27,"$29,000"
Hyundai,Elantra SEL,Used,Gasoline,Quartz White Pearl,Great,Black,33058,30,40,"$18,100"
Hyundai,Kona SE,Used,Gasoline,Chalk White,Good,Black,13330,27,33,"$21,000"
INFINITI,QX60 Luxe,Used,Gasoline,Graphite Shadow,Great,Graphite,42051,19,26,"$34,919"
Honda,CR-V EX-L,Honda Certified,Gasoline,Gray,Good,Gray,18496,28,34,"$30,987"
Land,Rover Range Rover Sport HSE,Used,Gasoline,Black,Great,–,95745,12,18,"$12,930"
Tesla,Model 3 Performance,Used,Electric,White,Good,Black,35123,0,0,"$60,735"
Toyota,Corolla LE,Used,Gasoline,Silver,Great,White,49651,28,36,"$19,002"
Volvo,XC90 T6 Momentum 7 Passenger,Used,Gasoline,Onyx Black Metallic,Great,Charcoal,19388,19,28,"$55,384"
Honda,CR-V EX-L,Used,Gasoline,White,Good,Black,37616,28,34,"$30,999"
Jeep,Cherokee Limited,Jeep Certified,Gasoline,Black,Great,–,57076,22,31,Not Priced
Honda,Civic EX,Used,Gasoline,White,Good,Black,68879,31,40,"$20,932"
Volkswagen,Tiguan 2.0T S,Used,Gasoline,Habanero Orange Metallic,Good,Titan Black,49743,22,29,"$23,279"
Hyundai,Kona SEL,Used,Gasoline,Sonic Silver,Good,Black,11466,27,33,"$26,329"
Mercedes-Benz,GLB 250 Base 4MATIC,Used,Gasoline,White,Great,Macchiato Beige,1492,23,31,"$43,000"
Toyota,Sienna Limited,Used,Gasoline,White,Great,Beige,141391,18,25,"$16,495"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Arctic Gray Metallic,Fair,Black,22656,20,26,"$57,990"
Mercedes-Benz,GLE 350 Base 4MATIC,Mercedes-Benz Certified,Gasoline,Polar White,Good,Black,20208,19,26,"$58,900"
Cadillac,Escalade Luxury,Cadillac Certified,Gasoline,Black Raven,Good,Black,54128,14,21,"$59,514"
Mercedes-Benz,GLE 350 Base 4MATIC,Used,Gasoline,Mojave Silver Metallic,Good,–,20240,19,26,"$53,495"
INFINITI,QX30 Premium,Used,Gasoline,Black,Good,–,49515,21,30,"$25,495"
Lexus,GX 460 Base,Used,Gasoline,Claret Mica,Great,Black,31038,15,18,"$42,695"
BMW,X5 xDrive35i,Used,Gasoline,Metallic,Great,Ivory White,53022,18,24,"$38,747"
Mercedes-Benz,AMG C 43 Base 4MATIC,Used,Gasoline,Black,Good,Magma Grey,22822,18,25,"$57,995"
Audi,Q5 2.0T Premium Plus,Used,Gasoline,Brilliant Black,Great,Black,47739,22,27,"$32,888"
Mercedes-Benz,S-Class S 450 4MATIC,Used,Gasoline,Selenite Gray Metallic,Great,Porcelain/Black,28316,18,28,"$60,995"
Mercedes-Benz,G-Class G 63 AMG,Used,Gasoline,designo Mocha Black,Fair,–,79668,12,14,"$83,155"
Mercedes-Benz,GLA 250 Base 4MATIC,Used,E85 Flex Fuel,Mountain Gray,Good,Black,39938,23,31,"$31,593"
BMW,X5 xDrive35i,Used,Gasoline,Black Sapphire Metallic,Fair,Black,79777,18,24,"$29,999"
Audi,Q5 2.0T Premium Plus,Used,Gasoline,Moonlight Blue Metallic,Good,Atlas Beige / Gray,36538,22,27,"$38,998"
INFINITI,QX60 Luxe,Used,Gasoline,Graphite Shadow,Great,Graphite,38966,19,26,"$34,673"
Porsche,911 Carrera S,Used,Gasoline,–,Fair,–,15143,18,24,"$150,994"
BMW,X5 xDrive40i,Used,Gasoline,White,Good,Black,13942,20,26,"$51,999"
Dodge,Durango GT,Used,Gasoline,Black,Good,Black,35078,19,26,"$39,714"
Audi,Q8 3.0T Premium,Used,Gasoline,Daytona Gray Pearl Effect,Fair,Black,17208,17,22,"$71,888"
Toyota,4Runner Limited,Toyota Certified,Gasoline,Nautical Blue Metallic,Great,Black Graphite,23015,17,20,"$44,991"
Honda,CR-V LX,Used,Gasoline,Basque Red Pearl II,Fair,–,18242,26,32,"$28,750"
Chevrolet,Trax LT,Chevrolet Certified,Gasoline,Satin Steel Metallic,Good,Jet Black,18889,26,31,"$22,500"
Porsche,911 Turbo S,Used,Gasoline,Agate Gray Metallic,,Black,18339,15,20,"$245,500"
Mazda,CX-5 Touring,Used,Gasoline,Deep Crystal Blue Mica,Good,Black,19845,25,31,"$28,692"
Toyota,Tacoma SR5,Used,Gasoline,Cement,Great,Black,18767,18,22,"$42,000"
Subaru,Outback 2.5i Limited,Used,Gasoline,Crystal White Pearl,Great,Black,69365,25,33,"$24,654"
Audi,Q7 3.0T Premium Plus,Used,Gasoline,Glacier White Metallic,Good,Rock Gray,81572,19,25,"$32,499"
BMW,X3 xDrive30i,BMW Certified,Gasoline,Alpine White,Fair,Black,15958,22,29,"$43,500"
Dodge,Journey SE,Used,Gasoline,Black,Good,Black,11168,19,25,"$27,695"
